date,state,totalcases,conf_cases,prob_cases,newcase,pnew_case,totdeath,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
"Monday, February 15, 2021",NJ,747432,666399,81033,1445,243,22466,20220,2246,12,0,2/16/21 14:53,Agree,Agree
"Monday, February 15, 2021",NY,874571,,,2910,0,17396,,,50,0,2/16/21 14:53,Not agree,Not agree
"Monday, February 15, 2021",NYC,680657,580798,99859,3028,824,28428,23522,4906,86,5,2/13/21 0:00,Agree,Agree
"Monday, February 15, 2021",RI,121498,,,211,0,2488,,,4,0,12/3/21 13:45,Not agree,N/A
"Monday, February 15, 2021",VT,12833,,,127,3,192,,,1,0,2/17/21 0:00,Not agree,Not agree
"Monday, February 17, 2020",CT,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
"Monday, February 17, 2020",DC,0,,,0,,0,,,0,,3/26/20 16:22,,
"Monday, February 17, 2020",DE,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
"Monday, February 17, 2020",MA,1,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
"Monday, February 17, 2020",MD,0,,,0,,0,,,0,,3/26/20 16:22,N/A,Agree
"Monday, February 17, 2020",ME,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
"Monday, February 17, 2020",NH,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
"Monday, February 17, 2020",NJ,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
"Monday, February 17, 2020",NY,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
"Monday, February 17, 2020",NYC,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
"Monday, February 17, 2020",RI,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,N/A
"Monday, February 17, 2020",VT,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
"Monday, February 22, 2021",CT,275334,258293,17041,2233,79,7562,6202,1360,39,3,2/23/21 14:51,Agree,Agree
"Monday, February 22, 2021",DC,39755,,,107,0,995,,,0,0,2/23/21 14:51,,
"Monday, February 22, 2021",DE,86830,82322,4508,137,8,1368,1237,131,1,0,2/24/21 0:00,Agree,Agree
"Monday, February 22, 2021",MA,570546,540794,29752,1262,112,15956,15634,322,40,0,2/24/21 0:00,Agree,Agree
"Monday, February 22, 2021",MD,377628,,,662,0,8261,8059,202,27,0,2/24/21 0:00,N/A,Agree
"Monday, February 22, 2021",ME,43736,34633,9103,142,67,660,645,15,2,0,2/23/21 14:51,Agree,Agree
"Monday, February 22, 2021",NH,73665,,,252,84,1154,,,0,0,2/23/21 14:51,Not agree,Not agree
"Monday, February 22, 2021",NJ,769109,684902,84207,2704,548,22874,20585,2289,16,0,2/23/21 14:51,Agree,Agree
"Monday, February 22, 2021",NY,897388,,,2788,0,17755,,,44,0,2/23/21 14:51,Not agree,Not agree
"Monday, February 22, 2021",NYC,706373,600274,106099,3429,933,28956,24031,4925,72,3,2/20/21 0:00,Agree,Agree
"Monday, February 22, 2021",RI,123746,,,198,0,2519,,,3,0,12/3/21 13:45,Not agree,N/A
"Monday, February 22, 2021",VT,13506,,,92,0,200,,,2,0,2/24/21 0:00,Not agree,Not agree
"Monday, February 24, 2020",CT,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
"Monday, February 24, 2020",DC,0,,,0,,0,,,0,,3/26/20 16:22,,
"Monday, February 24, 2020",DE,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
"Monday, February 24, 2020",MA,1,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
"Monday, February 24, 2020",MD,0,,,0,,0,,,0,,3/26/20 16:22,N/A,Agree
"Monday, February 24, 2020",ME,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
"Monday, February 24, 2020",NH,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
"Monday, February 24, 2020",NJ,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
"Monday, February 24, 2020",NY,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
"Monday, February 24, 2020",NYC,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
"Monday, February 24, 2020",RI,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,N/A
"Monday, February 24, 2020",VT,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
"Monday, February 3, 2020",CT,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
"Monday, February 3, 2020",DC,0,,,0,,0,,,0,,3/26/20 16:22,,
"Monday, February 3, 2020",DE,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
"Monday, February 3, 2020",MA,1,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
"Monday, February 3, 2020",MD,0,,,0,,0,,,0,,3/26/20 16:22,N/A,Agree
"Monday, February 3, 2020",ME,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
"Monday, February 3, 2020",NH,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
"Monday, February 3, 2020",NJ,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
"Monday, February 3, 2020",NY,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
"Monday, February 3, 2020",NYC,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
"Monday, February 3, 2020",RI,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,N/A
"Monday, February 3, 2020",VT,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
"Monday, February 8, 2021",CT,263739,247681,16058,4367,269,7282,5966,1316,68,-3,2/9/21 15:24,Agree,Agree
"Monday, February 8, 2021",DC,38136,,,101,0,956,,,4,0,2/9/21 15:24,,
"Monday, February 8, 2021",DE,82668,78595,4073,286,38,1208,1091,117,0,0,2/10/21 0:00,Agree,Agree
"Monday, February 8, 2021",MA,545303,517806,27497,1369,93,15283,14973,310,43,1,2/10/21 0:00,Agree,Agree
"Monday, February 8, 2021",MD,365529,,,976,0,7874,7675,199,45,0,2/10/21 0:00,N/A,Agree
"Monday, February 8, 2021",ME,41629,33301,8328,211,86,639,626,13,3,0,2/9/21 15:24,Agree,Agree
"Monday, February 8, 2021",NH,68499,,,120,39,1106,,,2,0,2/9/21 15:24,Not agree,Not agree
"Monday, February 8, 2021",NJ,724728,647194,77534,2561,378,22011,19824,2187,22,0,2/9/21 15:24,Agree,Agree
"Monday, February 8, 2021",NY,846873,,,3901,0,16925,,,62,0,2/9/21 15:24,Not agree,Not agree
"Monday, February 8, 2021",NYC,651584,558259,93325,3954,872,27840,22951,4889,83,6,2/6/21 0:00,Agree,Agree
"Monday, February 8, 2021",RI,118877,,,178,0,2432,,,13,0,12/3/21 13:45,Not agree,N/A
"Monday, February 8, 2021",VT,12072,,,137,1,187,,,2,0,2/10/21 0:00,Not agree,Not agree
"Monday, January 11, 2021",CT,213358,201124,12234,7364,231,6416,5210,1206,92,9,1/12/21 14:48,Agree,Agree
"Monday, January 11, 2021",DC,31993,,,202,0,821,,,4,0,1/12/21 14:48,,
"Monday, January 11, 2021",DE,67482,64580,2902,561,54,986,881,105,14,2,1/13/21 0:00,Agree,Agree
"Monday, January 11, 2021",MA,437042,417568,19474,4251,12,13405,13129,276,60,0,1/13/21 0:00,Agree,Agree
"Monday, January 11, 2021",MD,312351,,,2665,0,6738,6547,191,47,0,1/13/21 0:00,N/A,Agree
"Monday, January 11, 2021",ME,30327,25164,5163,716,231,449,443,6,11,0,1/12/21 14:48,Agree,Agree
"Monday, January 11, 2021",NH,52307,,,707,255,869,,,0,0,1/12/21 14:48,Not agree,Not agree
"Monday, January 11, 2021",NJ,590162,532959,57203,5334,429,19932,17873,2059,46,0,1/12/21 14:48,Agree,Agree
"Monday, January 11, 2021",NY,656699,,,8424,0,13928,,,123,0,1/12/21 14:48,Not agree,Not agree
"Monday, January 11, 2021",NYC,504475,441760,62715,4596,905,25682,20904,4778,75,2,1/9/21 0:00,Agree,Agree
"Monday, January 11, 2021",RI,100731,,,653,0,2083,,,15,0,12/3/21 13:45,Not agree,N/A
"Monday, January 11, 2021",VT,8471,,,107,2,160,,,3,1,1/13/21 0:00,Not agree,Not agree
"Monday, January 18, 2021",CT,230125,216692,13433,6703,204,6670,5424,1246,76,7,1/19/21 14:37,Agree,Agree
"Monday, January 18, 2021",DC,34033,,,182,0,857,,,7,0,1/19/21 14:37,,
"Monday, January 18, 2021",DE,72527,69303,3224,419,14,1016,910,106,0,0,1/20/21 0:00,Agree,Agree
"Monday, January 18, 2021",MA,473441,451535,21906,3301,77,13891,13607,284,69,2,1/20/21 0:00,Agree,Agree
"Monday, January 18, 2021",MD,330186,,,1972,0,7064,6871,193,53,1,1/20/21 0:00,N/A,Agree
"Monday, January 18, 2021",ME,34261,28033,6228,385,120,519,511,8,5,0,1/19/21 14:37,Agree,Agree
"Monday, January 18, 2021",NH,57864,,,1000,0,933,,,0,0,1/19/21 14:37,Not agree,Not agree
"Monday, January 18, 2021",NJ,631074,568573,62501,3853,377,20458,18367,2091,19,0,1/19/21 14:37,Agree,Agree
"Monday, January 18, 2021",NY,719918,,,6957,0,14814,,,116,0,1/19/21 14:37,Not agree,Not agree
"Monday, January 18, 2021",NYC,545407,474778,70629,4398,923,26155,21350,4805,69,3,1/16/21 0:00,Agree,Agree
"Monday, January 18, 2021",RI,106669,,,507,0,2180,,,8,0,12/3/21 13:45,Not agree,N/A
"Monday, January 18, 2021",VT,9518,,,119,1,166,,,0,0,1/20/21 0:00,Not agree,Not agree
"Monday, January 25, 2021",CT,243632,228979,14653,5817,346,6911,5621,1290,92,16,1/26/21 14:46,Agree,Agree
"Monday, January 25, 2021",DC,35505,,,204,0,879,,,7,0,1/26/21 14:46,,
"Monday, January 25, 2021",DE,76764,73242,3522,306,37,1049,942,107,8,0,1/27/21 0:00,Agree,Agree
"Monday, January 25, 2021",MA,503688,479402,24286,3651,174,14383,14091,292,65,1,1/27/21 0:00,Agree,Agree
"Monday, January 25, 2021",MD,344620,,,1482,0,7388,7193,195,48,1,1/27/21 0:00,N/A,Agree
"Monday, January 25, 2021",ME,37708,30496,7212,662,274,558,549,9,11,0,1/26/21 14:46,Agree,Agree
"Monday, January 25, 2021",NH,62768,,,431,123,990,,,3,1,1/26/21 14:46,Not agree,Not agree
"Monday, January 25, 2021",NJ,666951,598660,68291,4143,485,20972,18851,2121,21,0,1/26/21 14:46,Agree,Agree
"Monday, January 25, 2021",NY,772569,,,6308,0,15618,,,117,0,1/26/21 14:46,Not agree,Not agree
"Monday, January 25, 2021",NYC,584424,505273,79151,4325,1043,26694,21856,4838,85,7,1/23/21 0:00,Agree,Agree
"Monday, January 25, 2021",RI,111699,,,330,0,2286,,,16,0,12/3/21 13:45,Not agree,N/A
"Monday, January 25, 2021",VT,10388,,,111,1,173,,,0,0,1/27/21 0:00,Not agree,Not agree
"Monday, January 27, 2020",CT,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
"Monday, January 27, 2020",DC,0,,,0,,0,,,0,,3/26/20 16:22,,
"Monday, January 27, 2020",DE,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
"Monday, January 27, 2020",MA,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
"Monday, January 27, 2020",MD,0,,,0,,0,,,0,,3/26/20 16:22,N/A,Agree
"Monday, January 27, 2020",ME,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
"Monday, January 27, 2020",NH,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
"Monday, January 27, 2020",NJ,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
"Monday, January 27, 2020",NY,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
"Monday, January 27, 2020",NYC,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
"Monday, January 27, 2020",RI,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,N/A
"Monday, January 27, 2020",VT,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
"Monday, January 4, 2021",CT,194636,183310,11326,4516,155,6168,4997,1171,69,9,1/5/21 15:00,Agree,Agree
"Monday, January 4, 2021",DC,29904,,,140,0,797,,,3,0,1/5/21 15:00,,
"Monday, January 4, 2021",DE,61961,59425,2536,787,43,937,834,103,7,1,1/6/21 0:00,Agree,Agree
"Monday, January 4, 2021",MA,392568,375455,17113,4906,548,12886,12614,272,65,2,1/6/21 0:00,Agree,Agree
"Monday, January 4, 2021",MD,289758,,,1956,0,6453,6264,189,38,1,1/6/21 0:00,N/A,Agree
"Monday, January 4, 2021",ME,26563,22446,4117,597,145,369,363,6,9,0,1/5/21 15:00,Agree,Agree
"Monday, January 4, 2021",NH,47328,,,878,362,781,,,1,0,1/5/21 15:00,Not agree,Not agree
"Monday, January 4, 2021",NJ,546091,,,2496,221,19244,17223,2021,36,0,1/4/21 0:00,Not agree,Agree
"Monday, January 4, 2021",NY,584715,,,7483,0,13039,,,127,0,1/5/21 15:00,Not agree,Not agree
"Monday, January 4, 2021",NYC,460051,405525,54526,5265,1070,25248,20492,4756,58,2,1/2/21 0:00,Agree,Agree
"Monday, January 4, 2021",RI,92672,,,644,0,1978,,,17,0,12/3/21 13:45,Not agree,N/A
"Monday, July 12, 2021",CT,350039,320179,29860,24,10,8279,6810,1469,0,0,7/13/21 14:26,Agree,Agree
"Monday, July 12, 2021",DC,49526,,,25,0,1144,,,1,0,7/13/21 14:26,,
"Monday, July 12, 2021",DE,110093,102428,7665,19,0,1695,1550,145,0,0,7/13/21 14:26,Agree,Agree
"Monday, July 12, 2021",MA,711162,664897,46265,112,4,18012,17647,365,1,0,7/13/21 14:26,Agree,Agree
"Monday, July 12, 2021",MD,463383,,,197,0,9765,9548,217,3,0,7/13/21 14:26,N/A,Agree
"Monday, July 12, 2021",ME,69284,50683,18601,33,9,862,831,31,0,0,7/13/21 14:26,Agree,Agree
"Monday, July 12, 2021",NH,99770,,,22,9,1375,,,0,0,7/13/21 14:26,Not agree,Not agree
"Monday, July 12, 2021",NJ,1026286,895552,130734,215,-8,26509,23800,2709,4,0,7/13/21 14:26,Agree,Agree
"Monday, July 12, 2021",NY,1159918,,,223,0,19947,,,0,0,7/13/21 14:26,Not agree,Not agree
"Monday, July 12, 2021",NYC,959720,790958,168762,409,139,33461,28362,5099,1,2,7/13/21 14:26,Agree,Agree
"Monday, July 12, 2021",RI,152386,,,22,0,2737,,,0,0,12/3/21 13:45,Not agree,N/A
"Monday, July 12, 2021",VT,22890,,,9,2,250,,,0,0,7/13/21 14:26,Not agree,Not agree
"Monday, July 13, 2020",CT,47510,45523,1987,223,8,4371,3492,879,23,7,7/14/20 15:13,Agree,Agree
"Monday, July 13, 2020",DC,10906,,,59,0,568,,,0,0,7/14/20 15:13,,
"Monday, July 13, 2020",DE,13489,12558,931,125,0,518,460,58,1,0,7/15/20 0:00,Agree,Agree
"Monday, July 13, 2020",MA,105783,105783,,154,,8367,8163,204,17,1,7/15/20 0:00,Agree,Agree
"Monday, July 13, 2020",MD,74260,,,733,0,3447,3310,137,6,0,7/15/20 0:00,N/A,Agree
"Monday, July 13, 2020",ME,3566,3168,398,8,-1,114,113,1,0,0,7/14/20 15:13,Agree,Agree
"Monday, July 13, 2020",NH,6068,,,14,0,391,,,0,0,7/14/20 15:13,Not agree,Not agree
"Monday, July 13, 2020",NJ,177044,,,286,62,15560,13613,1947,19,0,7/13/20 0:00,Not agree,Agree
"Monday, July 13, 2020",NY,182962,,,307,0,8752,,,6,0,7/14/20 15:13,Not agree,Not agree
"Monday, July 13, 2020",NYC,222537,217404,5133,276,17,23094,18505,4589,9,1,7/11/20 0:00,Agree,Agree
"Monday, July 13, 2020",RI,17340,,,40,0,1004,,,3,0,12/3/21 13:45,Not agree,N/A
"Monday, July 13, 2020",VT,1189,,,6,0,56,,,0,0,7/15/20 0:00,Not agree,Not agree
"Monday, July 19, 2021",CT,351084,320970,30114,139,24,8282,6812,1470,0,0,7/20/21 14:48,Agree,Agree
"Monday, July 19, 2021",DC,49793,,,47,0,1146,,,0,0,7/20/21 14:48,,
"Monday, July 19, 2021",DE,110423,102703,7720,36,0,1697,1551,146,0,0,7/20/21 14:48,Agree,Agree
"Monday, July 19, 2021",MA,713037,666518,46519,255,16,18024,17659,365,2,0,7/20/21 14:48,Agree,Agree
"Monday, July 19, 2021",MD,464491,,,294,0,9788,9569,219,7,2,7/20/21 14:48,N/A,Agree
"Monday, July 19, 2021",ME,69627,50892,18735,77,37,882,837,45,0,0,7/20/21 14:48,Agree,Agree
"Monday, July 19, 2021",NH,99966,,,21,7,1382,,,1,0,7/20/21 14:48,Not agree,Not agree
"Monday, July 19, 2021",NJ,1029243,898254,130989,312,-16,26545,23827,2718,6,2,7/20/21 14:48,Agree,Agree
"Monday, July 19, 2021",NY,1162577,,,362,0,19959,,,1,0,7/20/21 14:48,Not agree,Not agree
"Monday, July 19, 2021",NYC,963916,794055,169861,851,218,33493,28389,5104,6,2,7/20/21 14:48,Agree,Agree
"Monday, July 19, 2021",RI,152704,,,27,0,2739,,,0,0,12/3/21 13:45,Not agree,N/A
"Monday, July 19, 2021",VT,22985,,,16,3,251,,,1,1,7/20/21 14:48,Not agree,Not agree
"Monday, July 20, 2020",CT,48055,46071,1984,162,1,4406,3525,881,10,4,7/21/20 14:50,Agree,Agree
"Monday, July 20, 2020",DC,11339,,,78,0,579,,,1,0,7/21/20 14:50,,
"Monday, July 20, 2020",DE,14211,13271,940,144,5,525,467,58,2,0,7/22/20 0:00,Agree,Agree
"Monday, July 20, 2020",MA,107056,107056,,174,,8460,8256,204,9,0,7/22/20 0:00,Agree,Agree
"Monday, July 20, 2020",MD,79545,,,860,0,3509,3372,137,7,0,7/22/20 0:00,N/A,Agree
"Monday, July 20, 2020",ME,3711,3287,424,0,0,118,117,1,1,0,7/21/20 14:50,Agree,Agree
"Monday, July 20, 2020",NH,6249,,,46,0,398,,,0,0,7/21/20 14:50,Not agree,Not agree
"Monday, July 20, 2020",NJ,178782,,,241,61,15715,13741,1974,9,0,7/20/20 0:00,Not agree,Agree
"Monday, July 20, 2020",NY,185623,,,235,0,8792,,,5,0,7/21/20 14:50,Not agree,Not agree
"Monday, July 20, 2020",NYC,225264,219999,5265,236,20,23172,18573,4599,11,2,7/18/20 0:00,Agree,Agree
"Monday, July 20, 2020",RI,17871,,,61,0,1015,,,2,0,12/3/21 13:45,Not agree,N/A
"Monday, July 20, 2020",VT,1242,,,9,0,56,,,0,0,7/22/20 0:00,Not agree,Not agree
"Monday, July 26, 2021",CT,352626,322141,30485,197,50,8288,6818,1470,2,1,7/27/21 14:48,Agree,Agree
"Monday, July 26, 2021",DC,50160,,,63,0,1147,,,1,0,7/27/21 14:48,,
"Monday, July 26, 2021",DE,110862,103083,7779,65,0,1698,1552,146,0,0,7/27/21 14:48,Agree,Agree
"Monday, July 26, 2021",MA,716452,669647,46805,426,11,18053,17685,368,3,0,7/27/21 14:48,Agree,Agree
"Monday, July 26, 2021",MD,466514,,,565,0,9810,9591,219,3,0,7/27/21 14:48,N/A,Agree
"Monday, July 26, 2021",ME,70076,51159,18917,86,34,898,849,49,1,0,7/27/21 14:48,Agree,Agree
"Monday, July 26, 2021",NH,100286,,,46,20,1385,,,0,0,7/27/21 14:48,Not agree,Not agree
"Monday, July 26, 2021",NJ,1034233,902870,131363,521,-69,26579,23860,2719,4,1,7/27/21 14:48,Agree,Agree
"Monday, July 26, 2021",NY,1167263,,,553,0,19975,,,2,0,7/27/21 14:48,Not agree,Not agree
"Monday, July 26, 2021",NYC,970468,798754,171714,1008,340,33514,28407,5107,3,2,7/27/21 14:48,Agree,Agree
"Monday, July 26, 2021",RI,153328,,,64,0,2740,,,0,0,12/3/21 13:45,Not agree,N/A
"Monday, July 26, 2021",VT,23144,,,24,4,251,,,0,0,7/27/21 14:48,Not agree,Not agree
"Monday, July 27, 2020",CT,48983,46994,1989,207,19,4418,3536,882,5,0,7/28/20 14:21,Agree,Agree
"Monday, July 27, 2020",DC,11858,,,78,0,582,,,1,0,7/28/20 14:21,,
"Monday, July 27, 2020",DE,14908,13963,945,71,0,580,510,70,1,0,7/29/20 0:00,Agree,Agree
"Monday, July 27, 2020",MA,108562,108562,,182,,8574,8369,205,17,1,7/29/20 0:00,Agree,Agree
"Monday, July 27, 2020",MD,85524,,,648,0,3573,3433,140,10,0,7/29/20 0:00,N/A,Agree
"Monday, July 27, 2020",ME,3838,3433,405,6,-5,121,120,1,2,0,7/28/20 14:21,Agree,Agree
"Monday, July 27, 2020",NH,6441,,,5,0,409,,,0,0,7/28/20 14:21,Not agree,Not agree
"Monday, July 27, 2020",NJ,181933,,,493,44,15804,13884,1920,17,0,7/27/20 0:00,Not agree,Agree
"Monday, July 27, 2020",NY,188293,,,318,0,8822,,,2,0,7/28/20 14:21,Not agree,Not agree
"Monday, July 27, 2020",NYC,227408,222008,5400,168,15,23233,18625,4608,12,1,7/25/20 0:00,Agree,Agree
"Monday, July 27, 2020",RI,18497,,,54,0,1023,,,1,0,12/3/21 13:45,Not agree,N/A
"Monday, July 27, 2020",VT,1282,,,2,0,56,,,0,0,7/29/20 0:00,Not agree,Not agree
"Monday, July 5, 2021",CT,349605,319852,29753,43,4,8279,6807,1472,0,0,7/6/21 13:52,Agree,Agree
"Monday, July 5, 2021",DC,49405,,,9,0,1141,,,0,0,7/6/21 13:52,,
"Monday, July 5, 2021",DE,109891,102261,7630,16,0,1695,1550,145,0,0,7/6/21 13:52,Agree,Agree
"Monday, July 5, 2021",MA,710354,664178,46176,72,5,18001,17637,364,1,0,7/6/21 13:52,Agree,Agree
"Monday, July 5, 2021",MD,462681,,,85,0,9754,9537,217,5,0,7/6/21 13:52,N/A,Agree
"Monday, July 5, 2021",ME,69136,50560,18576,18,6,860,829,31,0,0,7/6/21 13:52,Agree,Agree
"Monday, July 5, 2021",NH,99606,,,17,10,1372,,,0,0,7/6/21 13:52,Not agree,Not agree
"Monday, July 5, 2021",NJ,1024311,893890,130421,86,-21,26477,23774,2703,4,0,7/6/21 13:52,Agree,Agree
"Monday, July 5, 2021",NY,1158346,,,141,0,19936,,,1,0,7/6/21 13:52,Not agree,Not agree
"Monday, July 5, 2021",NYC,956717,788645,168072,164,73,33439,28343,5096,4,1,7/6/21 13:52,Agree,Agree
"Monday, July 5, 2021",RI,152211,,,5,0,2736,,,0,0,12/3/21 13:45,Not agree,N/A
"Monday, July 5, 2021",VT,22841,,,4,0,250,,,0,0,7/6/21 13:52,Not agree,Not agree
"Monday, July 6, 2020",CT,46976,44997,1979,259,3,4338,3466,872,3,0,7/7/20 14:58,Agree,Agree
"Monday, July 6, 2020",DC,10515,,,33,0,561,,,2,0,7/7/20 14:58,,
"Monday, July 6, 2020",DE,12583,11656,927,119,0,514,457,57,2,0,7/8/20 0:00,Agree,Agree
"Monday, July 6, 2020",MA,104659,104659,,157,,8248,8047,201,24,0,7/8/20 0:00,Agree,Agree
"Monday, July 6, 2020",MD,70396,,,492,0,3386,3249,137,15,0,7/8/20 0:00,N/A,Agree
"Monday, July 6, 2020",ME,3440,3050,390,17,1,110,109,1,1,0,7/7/20 14:58,Agree,Agree
"Monday, July 6, 2020",NH,5914,,,17,0,382,,,1,0,7/7/20 14:58,Not agree,Not agree
"Monday, July 6, 2020",NJ,174815,,,245,36,15229,13373,1856,18,0,7/6/20 0:00,Not agree,Agree
"Monday, July 6, 2020",NY,180433,,,271,0,8710,,,5,0,7/7/20 14:58,Not agree,Not agree
"Monday, July 6, 2020",NYC,219963,214959,5004,131,11,23031,18452,4579,6,1,7/4/20 0:00,Agree,Agree
"Monday, July 6, 2020",RI,16989,,,25,0,989,,,2,0,12/3/21 13:45,Not agree,N/A
"Monday, July 6, 2020",VT,1144,,,2,0,55,,,0,0,7/8/20 0:00,Not agree,Not agree
"Monday, June 1, 2020",CT,42740,40670,2070,539,58,3964,3110,854,20,-6,6/2/20 14:16,Agree,Agree
"Monday, June 1, 2020",DC,8857,,,56,0,468,,,2,0,6/2/20 14:16,,
"Monday, June 1, 2020",DE,9809,8922,887,58,1,373,349,24,4,0,6/3/20 0:00,Agree,Agree
"Monday, June 1, 2020",MA,97291,,,326,,7273,7077,196,34,0,6/3/20 0:00,Agree,Agree
"Monday, June 1, 2020",MD,54175,,,848,0,2715,2596,119,31,0,6/3/20 0:00,N/A,Agree
"Monday, June 1, 2020",ME,2377,2118,259,28,3,94,93,1,5,0,6/2/20 14:16,Agree,Agree
"Monday, June 1, 2020",NH,4685,,,34,0,245,,,0,0,6/2/20 14:16,Not agree,Not agree
"Monday, June 1, 2020",NJ,161293,,,486,13,11721,11721,0,23,0,6/1/20 0:00,Not agree,Agree
"Monday, June 1, 2020",NY,167947,,,480,0,8159,,,29,0,6/2/20 14:16,Not agree,Not agree
"Monday, June 1, 2020",NYC,207210,202694,4516,353,5,22188,17691,4497,57,4,5/30/20 0:00,Agree,Agree
"Monday, June 1, 2020",RI,14915,,,75,0,828,,,3,0,12/3/21 13:45,Not agree,N/A
"Monday, June 1, 2020",VT,903,,,3,0,54,,,0,0,6/3/20 0:00,Not agree,Not agree
"Monday, June 14, 2021",CT,348465,318905,29560,39,9,8263,6791,1472,2,1,6/15/21 14:44,Agree,Agree
"Monday, June 14, 2021",DC,49179,,,7,0,1138,,,1,0,6/15/21 14:44,,
"Monday, June 14, 2021",DE,109379,101820,7559,21,2,1679,1536,143,0,0,6/15/21 14:44,Agree,Agree
"Monday, June 14, 2021",MA,708933,662855,46078,58,14,17947,17584,363,8,0,6/15/21 14:44,Agree,Agree
"Monday, June 14, 2021",MD,461392,,,67,0,9691,9474,217,3,-3,6/15/21 14:44,N/A,Agree
"Monday, June 14, 2021",ME,68632,50182,18450,29,20,848,819,29,3,1,6/15/21 14:44,Agree,Agree
"Monday, June 14, 2021",NH,99143,,,27,13,1363,,,3,1,6/15/21 14:44,Not agree,Not agree
"Monday, June 14, 2021",NJ,1019794,890232,129562,231,103,26334,23649,2685,4,0,6/15/21 14:44,Agree,Agree
"Monday, June 14, 2021",NY,1155117,,,164,0,19878,,,6,0,6/15/21 14:44,Not agree,Not agree
"Monday, June 14, 2021",NYC,952880,785675,167205,197,70,33357,28276,5081,4,-2,6/15/21 14:44,Agree,Agree
"Monday, June 14, 2021",RI,151817,,,6,0,2725,,,1,0,12/3/21 13:45,Not agree,N/A
"Monday, June 14, 2021",VT,22757,,,1,0,249,,,0,0,6/16/21 0:00,Not agree,Not agree
"Monday, June 15, 2020",CT,45235,43303,1932,147,16,4204,3356,848,3,2,6/16/20 14:10,Agree,Agree
"Monday, June 15, 2020",DC,9799,,,32,0,515,,,0,0,6/16/20 14:10,,
"Monday, June 15, 2020",DE,10601,9683,918,60,10,424,399,25,1,0,6/17/20 0:00,Agree,Agree
"Monday, June 15, 2020",MA,101334,,,58,,7791,7591,200,36,1,6/17/20 0:00,Agree,Agree
"Monday, June 15, 2020",MD,62409,,,377,0,3088,2959,129,23,0,6/17/20 0:00,N/A,Agree
"Monday, June 15, 2020",ME,2819,2499,320,9,5,101,100,1,0,0,6/16/20 14:10,Agree,Agree
"Monday, June 15, 2020",NH,5345,,,27,0,320,,,0,0,6/16/20 14:10,Not agree,Not agree
"Monday, June 15, 2020",NJ,167716,,,244,22,12676,12676,0,51,0,6/15/20 0:00,Not agree,Agree
"Monday, June 15, 2020",NY,173685,,,239,0,8521,,,19,0,6/16/20 14:10,Not agree,Not agree
"Monday, June 15, 2020",NYC,212964,208273,4691,209,13,22680,18126,4554,17,2,6/13/20 0:00,Agree,Agree
"Monday, June 15, 2020",RI,15979,,,32,0,910,,,3,0,12/3/21 13:45,Not agree,N/A
"Monday, June 15, 2020",VT,1037,,,1,0,54,,,0,0,6/17/20 0:00,Not agree,Not agree
