date,state,totalcases,conf_cases,prob_cases,newcase,pnew_case,totdeath,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
"Friday, April 10, 2020",CT,10131,,,347,,444,,,64,,4/9/20 16:22,Agree,Agree
"Friday, April 10, 2020",DC,1660,,,137,,38,,,6,,4/9/20 16:22,,
"Friday, April 10, 2020",DE,1474,1450,24,154,4,32,,,9,,4/12/20 0:00,Agree,Agree
"Friday, April 10, 2020",MA,20845,,,1904,,858,843,15,109,2,4/12/20 0:00,Agree,Agree
"Friday, April 10, 2020",MD,6968,,,0,,258,248,10,34,0,4/12/20 0:00,N/A,Agree
"Friday, April 10, 2020",ME,583,,,23,,17,,,1,,4/9/20 16:22,Agree,Agree
"Friday, April 10, 2020",NH,885,,,66,,22,,,1,,4/9/20 16:22,Not agree,Not agree
"Friday, April 10, 2020",NJ,54588,,,3561,,1932,,,232,,4/9/20 16:22,Agree,Agree
"Friday, April 10, 2020",NY,78128,,,5218,,2024,,,237,,4/9/20 16:22,Not agree,Not agree
"Friday, April 10, 2020",NYC,109547,107671,1876,5776,199,8336,6467,1869,767,199,4/8/20 0:00,Agree,Agree
"Friday, April 10, 2020",RI,2200,,,286,0,59,,,7,0,12/3/21 13:45,Not agree,N/A
"Friday, April 10, 2020",VT,631,,,47,0,26,,,2,0,4/12/20 0:00,Not agree,Not agree
"Friday, April 16, 2021",CT,329062,302775,26287,1062,208,7995,6578,1417,5,1,4/17/21 13:58,Agree,Agree
"Friday, April 16, 2021",DC,46449,,,134,0,1093,,,3,0,4/17/21 13:58,,
"Friday, April 16, 2021",DE,101400,94904,6496,445,61,1596,1456,140,1,0,4/18/21 0:00,Agree,Agree
"Friday, April 16, 2021",MA,669282,628512,40770,2216,254,17455,17105,350,9,0,4/18/21 0:00,Agree,Agree
"Friday, April 16, 2021",MD,434859,,,-64,-1564,9081,8873,208,10,0,4/18/21 0:00,N/A,Agree
"Friday, April 16, 2021",ME,56939,42807,14132,413,185,764,740,24,1,0,4/17/21 13:58,Agree,Agree
"Friday, April 16, 2021",NH,90910,,,385,154,1266,,,2,1,4/17/21 13:58,Not agree,Not agree
"Friday, April 16, 2021",NJ,971782,852330,119452,4381,617,25094,22502,2592,41,0,4/17/21 13:58,Agree,Agree
"Friday, April 16, 2021",NY,1085444,,,3129,0,19141,,,19,0,4/17/21 13:58,Not agree,Not agree
"Friday, April 16, 2021",NYC,904249,749103,155146,2896,651,32087,27058,5029,38,2,4/14/21 0:00,Agree,Agree
"Friday, April 16, 2021",RI,144017,,,463,0,2656,,,2,0,12/3/21 13:45,Not agree,N/A
"Friday, April 16, 2021",VT,20391,,,129,4,238,,,1,0,4/18/21 0:00,Not agree,Not agree
"Friday, April 17, 2020",CT,16809,,,925,,1036,,,65,,4/17/20 16:22,Agree,Agree
"Friday, April 17, 2020",DC,2476,,,126,,86,,,5,,4/17/20 16:22,,
"Friday, April 17, 2020",DE,2522,2488,34,286,3,61,,,9,,4/19/20 0:00,Agree,Agree
"Friday, April 17, 2020",MA,34402,,,2221,,1938,1881,57,175,8,4/19/20 0:00,Agree,Agree
"Friday, April 17, 2020",MD,11572,,,0,0,544,517,27,42,1,4/19/20 0:00,N/A,Agree
"Friday, April 17, 2020",ME,827,,,31,,29,,,2,,4/17/20 16:22,Agree,Agree
"Friday, April 17, 2020",NH,1287,,,76,,37,,,3,,4/17/20 16:22,Not agree,Not agree
"Friday, April 17, 2020",NJ,78467,,,3150,,3840,,,322,,4/17/20 16:22,Agree,Agree
"Friday, April 17, 2020",NY,102290,,,3152,,3560,,,313,,4/17/20 16:22,Not agree,Not agree
"Friday, April 17, 2020",NYC,138230,135204,3026,3980,105,13228,10210,3018,558,105,4/15/20 0:00,Agree,Agree
"Friday, April 17, 2020",RI,4314,,,384,0,139,,,14,0,12/3/21 13:45,Not agree,N/A
"Friday, April 17, 2020",VT,729,,,11,0,35,,,0,0,4/19/20 0:00,Not agree,Not agree
"Friday, April 2, 2021",CT,313956,289591,24365,1488,74,7904,6497,1407,4,-1,4/3/21 13:51,Agree,Agree
"Friday, April 2, 2021",DC,44807,,,151,0,1069,,,3,0,4/3/21 13:51,,
"Friday, April 2, 2021",DE,96772,91045,5727,486,81,1565,1426,139,6,0,4/4/21 0:00,Agree,Agree
"Friday, April 2, 2021",MA,640779,602792,37987,2440,280,17301,16957,344,28,0,4/4/21 0:00,Agree,Agree
"Friday, April 2, 2021",MD,414385,,,0,0,8861,8655,206,16,0,4/4/21 0:00,N/A,Agree
"Friday, April 2, 2021",ME,51470,39347,12123,279,87,745,722,23,1,0,4/3/21 13:51,Agree,Agree
"Friday, April 2, 2021",NH,85010,,,471,0,1245,,,0,0,4/3/21 13:51,Not agree,Not agree
"Friday, April 2, 2021",NJ,918951,807970,110981,4529,596,24615,22047,2568,24,0,4/3/21 13:51,Agree,Agree
"Friday, April 2, 2021",NY,1034732,,,3993,0,18836,,,22,0,4/3/21 13:51,Not agree,Not agree
"Friday, April 2, 2021",NYC,860452,715854,144598,4170,993,31387,26381,5006,64,3,3/31/21 0:00,Agree,Agree
"Friday, April 2, 2021",RI,138238,,,441,0,2633,,,2,0,12/3/21 13:45,Not agree,N/A
"Friday, April 2, 2021",VT,18421,,,195,5,226,,,1,0,4/4/21 0:00,Not agree,Not agree
"Friday, April 23, 2021",CT,334766,307604,27162,1034,210,8047,6617,1430,8,5,4/24/21 14:22,Agree,Agree
"Friday, April 23, 2021",DC,47141,,,101,0,1099,,,1,0,4/24/21 14:22,,
"Friday, April 23, 2021",DE,103592,96808,6784,333,54,1609,1468,141,5,0,4/25/21 0:00,Agree,Agree
"Friday, April 23, 2021",MA,680007,637928,42079,1621,169,17531,17180,351,8,0,4/25/21 0:00,Agree,Agree
"Friday, April 23, 2021",MD,442351,,,2359,0,9204,8994,210,17,0,4/25/21 0:00,N/A,Agree
"Friday, April 23, 2021",ME,59612,44532,15080,373,127,772,747,25,1,0,4/24/21 14:22,Agree,Agree
"Friday, April 23, 2021",NH,93231,,,320,111,1281,,,7,1,4/24/21 14:22,Not agree,Not agree
"Friday, April 23, 2021",NJ,993414,870986,122428,2834,389,25328,22717,2611,27,0,4/24/21 14:22,Agree,Agree
"Friday, April 23, 2021",NY,1104946,,,2770,0,19288,,,20,0,4/24/21 14:22,Not agree,Not agree
"Friday, April 23, 2021",NYC,919136,760180,158956,1959,542,32355,27314,5041,37,1,4/21/21 0:00,Agree,Agree
"Friday, April 23, 2021",RI,146148,,,298,0,2666,,,1,0,12/3/21 13:45,Not agree,N/A
"Friday, April 23, 2021",VT,20975,,,81,4,239,,,1,0,4/25/21 0:00,Not agree,Not agree
"Friday, April 24, 2020",CT,23921,23921,0,821,0,1764,1764,0,125,0,5/25/20 15:38,Agree,Agree
"Friday, April 24, 2020",DC,3528,,,167,0,153,,,14,0,5/25/20 15:38,,
"Friday, April 24, 2020",DE,3715,3664,51,136,1,100,100,0,0,-10,6/3/21 13:36,Agree,Agree
"Friday, April 24, 2020",MA,50969,50969,0,4946,0,3194,3104,90,203,6,5/12/21 13:46,Agree,Agree
"Friday, April 24, 2020",MD,16616,,,0,0,908,862,46,68,4,6/1/21 14:14,N/A,Agree
"Friday, April 24, 2020",ME,965,965,0,28,0,47,47,0,3,0,5/25/20 15:38,Agree,Agree
"Friday, April 24, 2020",NH,1720,,,50,0,53,,,2,0,5/25/20 15:38,Not agree,Not agree
"Friday, April 24, 2020",NJ,102196,102196,0,2207,0,5617,5617,0,249,0,5/25/20 15:38,Agree,Agree
"Friday, April 24, 2020",NY,121117,,,3512,0,4552,,,145,0,5/25/20 15:38,Not agree,Not agree
"Friday, April 24, 2020",NYC,160863,157138,3725,3529,82,16510,12793,3717,393,82,6/7/21 14:25,Agree,Agree
"Friday, April 24, 2020",RI,6794,,,423,0,247,,,15,0,12/3/21 13:45,Not agree,N/A
"Friday, April 24, 2020",VT,766,,,3,0,47,,,2,0,6/30/21 13:48,Not agree,Not agree
"Friday, April 3, 2020",CT,4915,,,1091,,132,,,20,,4/3/20 16:22,Agree,Agree
"Friday, April 3, 2020",DC,757,,,104,,15,,,3,,4/3/20 16:22,,
"Friday, April 3, 2020",DE,655,651,4,172,0,14,,,2,,4/5/20 0:00,Agree,Agree
"Friday, April 3, 2020",MA,10402,,,1436,,273,268,5,39,1,4/5/20 0:00,Agree,Agree
"Friday, April 3, 2020",MD,2758,,,427,,86,81,5,20,1,4/5/20 0:00,N/A,Agree
"Friday, April 3, 2020",ME,432,,,56,,9,,,2,,4/3/20 16:22,Agree,Agree
"Friday, April 3, 2020",NH,540,,,61,,7,,,2,,4/3/20 16:22,Not agree,Not agree
"Friday, April 3, 2020",NJ,29895,,,4305,,646,,,109,,4/3/20 16:22,Agree,Agree
"Friday, April 3, 2020",NY,45704,,,5132,,508,,,113,,4/3/20 16:22,Not agree,Not agree
"Friday, April 3, 2020",NYC,71178,70637,541,5550,102,3174,2639,535,549,102,4/1/20 0:00,Agree,Agree
"Friday, April 3, 2020",RI,747,,,65,0,16,,,4,0,12/3/21 13:45,Not agree,N/A
"Friday, April 3, 2020",VT,364,,,29,0,18,,,1,0,4/5/20 0:00,Not agree,Not agree
"Friday, April 30, 2021",CT,339233,311270,27963,786,105,8097,6659,1438,13,2,5/1/21 13:43,Agree,Agree
"Friday, April 30, 2021",DC,47697,,,83,0,1105,,,0,0,5/1/21 13:43,,
"Friday, April 30, 2021",DE,105257,98239,7018,221,16,1625,1484,141,1,0,5/2/21 0:00,Agree,Agree
"Friday, April 30, 2021",MA,688973,645867,43106,1335,156,17610,17259,351,7,0,5/2/21 0:00,Agree,Agree
"Friday, April 30, 2021",MD,448340,,,939,0,9314,9102,212,15,0,5/2/21 0:00,N/A,Agree
"Friday, April 30, 2021",ME,61530,45927,15603,317,0,784,759,25,0,0,5/1/21 13:43,Agree,Agree
"Friday, April 30, 2021",NH,94886,,,210,50,1303,,,2,2,5/1/21 13:43,Not agree,Not agree
"Friday, April 30, 2021",NJ,997223,872927,124296,1741,147,25554,22929,2625,25,0,5/1/21 13:43,Agree,Agree
"Friday, April 30, 2021",NY,1119158,,,2232,0,19409,,,19,0,5/1/21 13:43,Not agree,Not agree
"Friday, April 30, 2021",NYC,929651,768142,161509,1595,384,32597,27546,5051,32,3,4/28/21 0:00,Agree,Agree
"Friday, April 30, 2021",RI,147911,,,274,0,2680,,,3,0,12/3/21 13:45,Not agree,N/A
"Friday, April 30, 2021",VT,21472,,,115,2,242,,,1,0,5/2/21 0:00,Not agree,Not agree
"Friday, April 9, 2021",CT,321586,296201,25385,1807,128,7944,6530,1414,4,0,4/10/21 13:45,Agree,Agree
"Friday, April 9, 2021",DC,45634,,,136,0,1079,,,2,0,4/10/21 13:45,,
"Friday, April 9, 2021",DE,98874,92792,6082,422,68,1573,1434,139,5,0,4/11/21 0:00,Agree,Agree
"Friday, April 9, 2021",MA,655278,615947,39331,2312,128,17387,17037,350,18,0,4/11/21 0:00,Agree,Agree
"Friday, April 9, 2021",MD,425247,,,3424,0,8973,8766,207,18,0,4/11/21 0:00,N/A,Agree
"Friday, April 9, 2021",ME,53745,40773,12972,307,83,750,728,22,0,0,4/10/21 13:45,Agree,Agree
"Friday, April 9, 2021",NH,87978,,,537,393,1253,,,2,0,4/10/21 13:45,Not agree,Not agree
"Friday, April 9, 2021",NJ,946504,831260,115244,4193,728,24826,22253,2573,43,0,4/10/21 13:45,Agree,Agree
"Friday, April 9, 2021",NY,1061897,,,4646,0,18984,,,26,0,4/10/21 13:45,Not agree,Not agree
"Friday, April 9, 2021",NYC,884102,733885,150217,3612,850,31747,26733,5014,47,3,4/7/21 0:00,Agree,Agree
"Friday, April 9, 2021",RI,141051,,,493,0,2641,,,1,0,12/3/21 13:45,Not agree,N/A
"Friday, April 9, 2021",VT,19466,,,156,10,231,,,0,0,4/11/21 0:00,Not agree,Not agree
"Friday, August 13, 2021",CT,361836,329876,31960,542,107,8307,6837,1470,0,-1,8/14/21 14:46,Agree,Agree
"Friday, August 13, 2021",DC,52201,,,196,0,1150,,,0,0,8/14/21 14:46,,
"Friday, August 13, 2021",DE,113853,105558,8295,271,51,1837,1680,157,0,0,8/14/21 14:46,Agree,Agree
"Friday, August 13, 2021",MA,734486,686018,48468,1298,116,18142,17772,370,11,0,8/14/21 14:46,Agree,Agree
"Friday, August 13, 2021",MD,479083,,,1016,0,9887,9666,221,9,0,8/14/21 14:46,N/A,Agree
"Friday, August 13, 2021",ME,72521,52675,19846,189,59,904,854,50,0,0,8/14/21 14:46,Agree,Agree
"Friday, August 13, 2021",NH,102901,,,242,109,1395,,,1,0,8/14/21 14:46,Not agree,Not agree
"Friday, August 13, 2021",NJ,1057096,923673,133423,1844,85,26681,23961,2720,9,0,8/14/21 14:46,Agree,Agree
"Friday, August 13, 2021",NY,1196273,,,2574,0,20060,,,8,0,8/14/21 14:46,Not agree,Not agree
"Friday, August 13, 2021",NYC,1001223,822393,178830,1953,392,33650,28515,5135,9,5,8/14/21 14:46,Agree,Agree
"Friday, August 13, 2021",RI,157279,,,367,0,2748,,,2,0,12/3/21 13:45,Not agree,N/A
"Friday, August 13, 2021",VT,24361,,,81,0,256,,,0,0,8/14/21 14:46,Not agree,Not agree
"Friday, August 14, 2020",CT,50897,48887,2010,115,2,4453,3569,884,3,0,8/15/20 14:02,Agree,Agree
"Friday, August 14, 2020",DC,13118,,,94,0,594,,,0,0,8/15/20 14:02,,
"Friday, August 14, 2020",DE,16383,15426,957,69,1,593,524,69,0,0,8/16/20 0:00,Agree,Agree
"Friday, August 14, 2020",MA,113729,113729,,212,,8817,8612,205,14,0,8/16/20 0:00,Agree,Agree
"Friday, August 14, 2020",MD,99693,,,818,0,3748,3601,147,6,0,8/16/20 0:00,N/A,Agree
"Friday, August 14, 2020",ME,4144,3726,418,29,0,127,126,1,1,0,8/15/20 14:02,Agree,Agree
"Friday, August 14, 2020",NH,6964,,,43,0,423,,,1,0,8/15/20 14:02,Not agree,Not agree
"Friday, August 14, 2020",NJ,190004,,,615,45,15903,14064,1839,10,0,8/14/20 0:00,Not agree,Agree
"Friday, August 14, 2020",NY,194633,,,360,0,8897,,,3,0,8/15/20 14:02,Not agree,Not agree
"Friday, August 14, 2020",NYC,232254,226496,5758,338,18,23326,18705,4621,2,1,8/12/20 0:00,Agree,Agree
"Friday, August 14, 2020",RI,20271,,,88,0,1043,,,0,0,12/3/21 13:45,Not agree,N/A
"Friday, August 14, 2020",VT,1371,,,16,0,57,,,0,0,8/16/20 0:00,Not agree,Not agree
"Friday, August 20, 2021",CT,365856,333081,32775,431,139,8337,6865,1472,7,0,8/21/21 13:25,Agree,Agree
"Friday, August 20, 2021",DC,53342,,,180,0,1155,,,0,0,8/21/21 13:25,,
"Friday, August 20, 2021",DE,116073,107459,8614,408,49,1851,1694,157,0,0,8/21/21 13:25,Agree,Agree
"Friday, August 20, 2021",MA,743735,694552,49183,1533,74,18175,17805,370,6,0,8/21/21 13:25,Agree,Agree
"Friday, August 20, 2021",MD,485978,,,1131,0,9938,9716,222,16,1,8/21/21 13:25,N/A,Agree
"Friday, August 20, 2021",ME,73653,53423,20230,192,62,923,862,61,2,0,8/21/21 13:25,Agree,Agree
"Friday, August 20, 2021",NH,104571,,,308,0,1397,,,0,0,8/21/21 13:25,Not agree,Not agree
"Friday, August 20, 2021",NJ,1070698,934069,136629,2940,557,26739,24018,2721,8,0,8/21/21 13:25,Agree,Agree
"Friday, August 20, 2021",NY,1213128,,,2782,0,20135,,,12,0,8/21/21 13:25,Not agree,Not agree
"Friday, August 20, 2021",NYC,1015574,833668,181906,2460,707,33721,28574,5147,16,0,8/21/21 13:25,Agree,Agree
"Friday, August 20, 2021",RI,159398,,,336,0,2754,,,0,0,12/3/21 13:45,Not agree,N/A
"Friday, August 20, 2021",VT,25059,,,104,0,260,,,0,0,8/21/21 13:25,Not agree,Not agree
"Friday, August 21, 2020",CT,51519,49477,2042,87,12,4460,3574,886,2,0,8/22/20 14:21,Agree,Agree
"Friday, August 21, 2020",DC,13469,,,60,0,602,,,1,0,8/22/20 14:21,,
"Friday, August 21, 2020",DE,16854,15893,961,83,3,600,531,69,5,0,8/23/20 0:00,Agree,Agree
"Friday, August 21, 2020",MA,115741,115741,,431,,8918,8713,205,16,0,8/23/20 0:00,Agree,Agree
"Friday, August 21, 2020",MD,103523,,,624,0,3801,3652,149,13,0,8/23/20 0:00,N/A,Agree
"Friday, August 21, 2020",ME,4316,3872,444,31,6,130,129,1,1,0,8/22/20 14:21,Agree,Agree
"Friday, August 21, 2020",NH,7071,,,21,0,428,,,0,0,8/22/20 14:21,Not agree,Not agree
"Friday, August 21, 2020",NJ,191935,,,330,40,15941,14112,1829,9,0,8/21/20 0:00,Not agree,Agree
"Friday, August 21, 2020",NY,196938,,,423,0,8921,,,3,0,8/22/20 14:21,Not agree,Not agree
"Friday, August 21, 2020",NYC,234152,228216,5936,296,39,23354,18728,4626,1,0,8/19/20 0:00,Agree,Agree
"Friday, August 21, 2020",RI,20939,,,157,0,1063,,,3,0,12/3/21 13:45,Not agree,N/A
"Friday, August 21, 2020",VT,1407,,,4,0,57,,,0,0,8/23/20 0:00,Not agree,Not agree
"Friday, August 27, 2021",CT,370708,337258,33450,788,152,8358,6882,1476,3,1,8/28/21 13:53,Agree,Agree
"Friday, August 27, 2021",DC,54556,,,190,0,1159,,,1,0,8/28/21 13:53,,
"Friday, August 27, 2021",DE,118544,109582,8962,528,75,1875,1717,158,3,0,8/28/21 13:53,Agree,Agree
"Friday, August 27, 2021",MA,753795,703961,49834,1656,65,18219,17847,372,7,1,8/28/21 13:53,Agree,Agree
"Friday, August 27, 2021",MD,493923,,,1375,0,9983,9760,223,20,1,8/28/21 13:53,N/A,Agree
"Friday, August 27, 2021",ME,75334,54444,20890,368,149,929,867,62,1,0,8/28/21 13:53,Agree,Agree
"Friday, August 27, 2021",NH,106525,,,320,0,1415,,,5,0,8/28/21 13:53,Not agree,Not agree
"Friday, August 27, 2021",NJ,1084546,945717,138829,2592,469,26826,24104,2722,19,0,8/28/21 13:53,Agree,Agree
"Friday, August 27, 2021",NY,1232380,,,4223,0,20226,,,14,0,8/28/21 13:53,Not agree,Not agree
"Friday, August 27, 2021",NYC,1028429,844068,184361,1738,359,33799,28637,5162,9,2,8/28/21 13:53,Agree,Agree
"Friday, August 27, 2021",RI,161448,,,387,0,2768,,,4,0,12/3/21 13:45,Not agree,N/A
"Friday, August 27, 2021",VT,25880,,,129,0,264,,,0,0,8/28/21 13:53,Not agree,Not agree
"Friday, August 28, 2020",CT,52495,50387,2108,145,13,4465,3579,886,0,0,8/29/20 13:42,Agree,Agree
"Friday, August 28, 2020",DC,13851,,,57,0,605,,,0,0,8/29/20 13:42,,
"Friday, August 28, 2020",DE,17460,16490,970,103,2,604,533,71,0,0,8/30/20 0:00,Agree,Agree
"Friday, August 28, 2020",MA,117888,117888,,438,,9023,8817,206,15,0,8/30/20 0:00,Agree,Agree
"Friday, August 28, 2020",MD,107294,,,630,0,3863,3711,152,11,0,8/30/20 0:00,N/A,Agree
"Friday, August 28, 2020",ME,4436,3981,455,-1,0,132,131,1,0,0,8/29/20 13:42,Agree,Agree
"Friday, August 28, 2020",NH,7216,,,22,0,432,,,1,0,8/29/20 13:42,Not agree,Not agree
"Friday, August 28, 2020",NJ,194384,,,403,45,15930,14150,1780,9,0,8/28/20 0:00,Not agree,Agree
"Friday, August 28, 2020",NY,199357,,,366,0,8941,,,2,0,8/29/20 13:42,Not agree,Not agree
"Friday, August 28, 2020",NYC,235965,229875,6090,337,24,23394,18765,4629,7,1,8/26/20 0:00,Agree,Agree
"Friday, August 28, 2020",RI,21603,,,75,0,1072,,,2,0,12/3/21 13:45,Not agree,N/A
"Friday, August 28, 2020",VT,1452,,,2,0,57,,,0,0,8/30/20 0:00,Not agree,Not agree
"Friday, August 6, 2021",CT,358076,326637,31439,731,139,8296,6827,1469,0,0,8/7/21 14:00,Agree,Agree
"Friday, August 6, 2021",DC,51103,,,128,0,1149,,,0,0,8/7/21 14:00,,
"Friday, August 6, 2021",DE,112298,104274,8024,228,26,1833,1676,157,0,0,8/7/21 14:00,Agree,Agree
"Friday, August 6, 2021",MA,726395,678544,47851,1206,95,18095,17727,368,2,0,8/7/21 14:00,Agree,Agree
"Friday, August 6, 2021",MD,473116,,,892,0,9849,9629,220,3,0,8/7/21 14:00,N/A,Agree
"Friday, August 6, 2021",ME,71304,51931,19373,163,60,901,851,50,0,0,8/7/21 14:00,Agree,Agree
"Friday, August 6, 2021",NH,101662,,,157,59,1389,,,0,0,8/7/21 14:00,Not agree,Not agree
"Friday, August 6, 2021",NJ,1046514,913845,132669,1346,120,26636,23917,2719,7,0,8/7/21 14:00,Agree,Agree
"Friday, August 6, 2021",NY,1181447,,,1765,0,20002,,,2,0,8/7/21 14:00,Not agree,Not agree
"Friday, August 6, 2021",NYC,987353,811241,176112,1701,385,33584,28468,5116,8,3,8/7/21 14:00,Agree,Agree
"Friday, August 6, 2021",RI,155510,,,289,0,2744,,,1,0,12/3/21 13:45,Not agree,N/A
"Friday, August 6, 2021",VT,23715,,,75,3,252,,,0,0,8/7/21 14:00,Not agree,Not agree
"Friday, August 7, 2020",CT,50320,48345,1975,75,3,4441,3558,883,4,1,8/8/20 14:58,Agree,Agree
"Friday, August 7, 2020",DC,12589,,,71,0,589,,,2,0,8/8/20 14:58,,
"Friday, August 7, 2020",DE,15886,14938,948,60,2,590,520,70,3,0,8/9/20 0:00,Agree,Agree
"Friday, August 7, 2020",MA,111853,111853,,320,,8721,8516,205,15,0,8/9/20 0:00,Agree,Agree
"Friday, August 7, 2020",MD,94581,,,775,0,3687,3543,144,13,1,8/9/20 0:00,N/A,Agree
"Friday, August 7, 2020",ME,4026,3609,417,11,1,125,124,1,1,0,8/8/20 14:58,Agree,Agree
"Friday, August 7, 2020",NH,6779,,,37,0,419,,,0,0,8/8/20 14:58,Not agree,Not agree
"Friday, August 7, 2020",NJ,186646,,,405,45,15860,14007,1853,11,0,8/7/20 0:00,Not agree,Agree
"Friday, August 7, 2020",NY,192384,,,370,0,8874,,,3,0,8/8/20 14:58,Not agree,Not agree
"Friday, August 7, 2020",NYC,230359,224762,5597,319,21,23298,18680,4618,7,1,8/5/20 0:00,Agree,Agree
"Friday, August 7, 2020",RI,19662,,,112,0,1035,,,0,0,12/3/21 13:45,Not agree,N/A
"Friday, August 7, 2020",VT,1322,,,1,0,57,,,0,0,8/9/20 0:00,Not agree,Not agree
"Friday, December 11, 2020",CT,146761,137791,8970,3782,277,5363,4332,1031,36,7,12/12/20 14:59,Agree,Agree
"Friday, December 11, 2020",DC,24357,,,259,0,709,,,1,0,12/12/20 14:59,,
"Friday, December 11, 2020",DE,45135,43450,1685,1090,42,815,718,97,9,0,12/13/20 0:00,Agree,Agree
"Friday, December 11, 2020",MA,280436,269929,10507,5655,180,11386,11134,252,49,1,12/13/20 0:00,Agree,Agree
"Friday, December 11, 2020",MD,232009,,,3538,0,5349,5169,180,51,1,12/13/20 0:00,N/A,Agree
"Friday, December 11, 2020",ME,15619,13687,1932,414,58,257,253,4,7,1,12/12/20 14:59,Agree,Agree
"Friday, December 11, 2020",NH,29460,,,1188,291,590,,,6,0,12/12/20 14:59,Not agree,Not agree
"Friday, December 11, 2020",NJ,428581,,,4299,649,17662,15794,1868,54,0,12/11/20 0:00,Not agree,Agree
"Friday, December 11, 2020",NY,406146,,,7248,0,10669,,,71,0,12/12/20 14:59,Not agree,Not agree
"Friday, December 11, 2020",NYC,361074,327553,33521,4074,967,24280,19585,4695,29,2,12/9/20 0:00,Agree,Agree
"Friday, December 11, 2020",RI,71306,,,1194,0,1586,,,25,0,12/3/21 13:45,Not agree,N/A
"Friday, December 11, 2020",VT,5215,,,116,0,98,,,2,0,12/13/20 0:00,Not agree,Not agree
"Friday, December 18, 2020",CT,162782,153203,9579,2680,26,5581,4514,1067,29,4,12/19/20 14:42,Agree,Agree
"Friday, December 18, 2020",DC,26104,,,274,0,728,,,3,0,12/19/20 14:42,,
"Friday, December 18, 2020",DE,50639,48770,1869,1047,18,854,755,99,9,-1,12/20/20 0:00,Agree,Agree
"Friday, December 18, 2020",MA,314926,302933,11993,5679,47,11750,11497,253,57,1,12/20/20 0:00,Agree,Agree
"Friday, December 18, 2020",MD,248754,,,2201,0,5696,5512,184,58,0,12/20/20 0:00,N/A,Agree
"Friday, December 18, 2020",ME,18742,16268,2474,401,78,292,287,5,11,1,12/19/20 14:42,Agree,Agree
"Friday, December 18, 2020",NH,34960,,,696,195,638,,,9,0,12/19/20 14:42,Not agree,Not agree
"Friday, December 18, 2020",NJ,465901,,,4566,670,18124,16216,1908,44,0,12/18/20 0:00,Not agree,Agree
"Friday, December 18, 2020",NY,454282,,,8198,0,11267,,,91,0,12/19/20 14:42,Not agree,Not agree
"Friday, December 18, 2020",NYC,387703,348094,39609,3569,783,24509,19801,4708,40,1,12/16/20 0:00,Agree,Agree
"Friday, December 18, 2020",RI,77733,,,394,0,1722,,,17,0,12/3/21 13:45,Not agree,N/A
"Friday, December 18, 2020",VT,5872,,,90,4,112,,,0,0,12/20/20 0:00,Not agree,Not agree
"Friday, December 25, 2020",CT,172743,162449,10294,0,0,5791,4686,1105,0,0,12/26/20 14:34,Agree,Agree
"Friday, December 25, 2020",DC,27436,,,0,0,756,,,0,0,12/26/20 14:34,,
"Friday, December 25, 2020",DE,55126,52954,2172,831,21,891,791,100,3,0,12/27/20 0:00,Agree,Agree
"Friday, December 25, 2020",MA,341925,328307,13618,0,0,12192,11933,259,67,1,12/27/20 0:00,Agree,Agree
"Friday, December 25, 2020",MD,265440,,,2280,0,5996,5809,187,35,1,12/27/20 0:00,N/A,Agree
"Friday, December 25, 2020",ME,21547,18517,3030,321,62,319,314,5,2,0,12/26/20 14:34,Agree,Agree
"Friday, December 25, 2020",NH,38902,,,0,0,690,,,0,0,12/26/20 14:34,Not agree,Not agree
"Friday, December 25, 2020",NJ,501543,,,5403,343,18595,16650,1945,51,0,12/25/20 0:00,Not agree,Agree
"Friday, December 25, 2020",NY,503243,,,8275,0,12000,,,88,0,12/26/20 14:34,Not agree,Not agree
"Friday, December 25, 2020",NYC,416208,370645,45563,4779,934,24795,20067,4728,42,3,12/23/20 0:00,Agree,Agree
"Friday, December 25, 2020",RI,83861,,,889,0,1826,,,16,0,12/3/21 13:45,Not agree,N/A
"Friday, December 25, 2020",VT,6466,,,94,1,131,,,2,0,12/27/20 0:00,Not agree,Not agree
"Friday, December 3, 2021",CT,425275,386371,38904,863,119,8925,7312,1613,16,4,12/4/21 14:29,Agree,Agree
"Friday, December 3, 2021",DC,67430,,,257,0,1197,,,0,0,12/4/21 14:29,,
"Friday, December 3, 2021",DE,155149,141908,13241,736,75,2194,2010,184,12,1,12/4/21 14:29,Agree,Agree
"Friday, December 3, 2021",MA,935844,870629,65215,5765,586,19489,19074,415,27,0,12/4/21 14:29,Agree,Agree
"Friday, December 3, 2021",MD,592679,,,1866,0,11255,11022,233,15,0,12/4/21 14:29,N/A,Agree
"Friday, December 3, 2021",ME,123113,87968,35145,871,278,1335,1232,103,3,0,12/4/21 14:29,Agree,Agree
"Friday, December 3, 2021",NH,165574,,,1613,0,1739,,,7,0,12/4/21 14:29,Not agree,Not agree
"Friday, December 3, 2021",NJ,1264818,1096450,168368,4463,735,28434,25607,2827,14,0,12/4/21 14:29,Agree,Agree
"Friday, December 3, 2021",NY,1594932,,,8853,0,22344,,,42,0,12/4/21 14:29,Not agree,Not agree
"Friday, December 3, 2021",NYC,1166476,950138,216338,0,0,34868,29683,5185,0,0,12/4/21 14:29,Agree,Agree
"Friday, December 3, 2021",RI,194858,,,1144,0,2941,,,2,0,12/4/21 14:29,Not agree,N/A
