Title,Artist,Nationality,BeginDatepos,BeginDate,EndDatepos,EndDate,Gender,moma,count,Date,MediumA,Medium,Dimensions,CreditLine,Classification,Department,  Acquired Year,DateAcquired,URL,ThumbnailURL,Height,Width ,HxWcm
East and Beyond,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),13,,1973,Woodcut,Woodcut,"composition: 23 3/4 x 17 15/16"" (60.4 x 45.6 cm); sheet (irreg.): 31 15/16 x 22 1/16"" (81.1 x 56.1 cm)",Gift of Celeste Bartos,Print,Drawings & Prints,1973,5/7/73,http://www.moma.org/collection/works/63444,http://www.moma.org/media/W1siZiIsIjE5MjE4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d070836803c0e1e7,60.4,45.6,2754.24
I Need Yellow,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),14,,1973,Lithograph,Lithograph,"composition (irreg.): 16 15/16 x 11 1/2"" (43 x 29.2 cm); sheet: 24 5/8 x 19 9/16"" (62.6 x 49.7 cm)",Gift of Celeste Bartos,Print,Drawings & Prints,1973,5/7/73,http://www.moma.org/collection/works/63469,http://www.moma.org/media/W1siZiIsIjE4MTUyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=18d9ce8de50fc5d5,43,29.2,1255.6
Persian Garden,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),15,,1965,Lithograph,Lithograph,"composition (irreg.): 19 1/2 x 13 1/2"" (49.5 x 34.3 cm); sheet: 25 13/16 x 20 1/16"" (65.5 x 51 cm)",Gift of the Celeste and Armand Bartos Foundation,Print,Drawings & Prints,1966,2/8/66,http://www.moma.org/collection/works/63598,http://www.moma.org/media/W1siZiIsIjE4MTUyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2302c6031365f53f,49.5,34.3,1697.85
Lilac Arbor,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),16,,1970,Aquatint,Aquatint,"plate: 19 1/16 × 14 1/16"" (48.4 × 35.7 cm); sheet: 29 3/4 × 22 1/4"" (75.6 × 56.5 cm)",Gift of the Celeste and Armand Bartos Foundation,Print,Drawings & Prints,1970,5/12/70,http://www.moma.org/collection/works/63599,http://www.moma.org/media/W1siZiIsIjE4MTUyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=07f7fe52681d04a8,48.4,35.7,1727.88
Weather Vane,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),17,,1969,Aquatint,Aquatint,"plate: 19 1/8 × 14 1/8"" (48.6 × 35.9 cm); sheet: 29 13/16 × 22 3/8"" (75.8 × 56.8 cm)",Gift of the Celeste and Armand Bartos Foundation,Print,Drawings & Prints,1970,5/12/70,http://www.moma.org/collection/works/63625,http://www.moma.org/media/W1siZiIsIjE4MTUzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=013b470bbea5de68,48.6,35.9,1744.74
Post Card for James Schuyler,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),18,,1962,Lithograph,Lithograph,"composition (irreg.): 9 15/16 x 15"" (25.3 x 38.1 cm); sheet: 15 3/4 x 16 5/16"" (40 x 41.4 cm)",Gift of The Celeste and Armand Bartos Foundation,Print,Drawings & Prints,1967,4/11/67,http://www.moma.org/collection/works/64622,http://www.moma.org/media/W1siZiIsIjE4MTU0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f5fc5a5fb30bbad6,25.3,38.1,963.93
Comet,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),19,,1980,Etching and aquatint,Etching and aquatint,"plate: 15 13/16 × 19 11/16"" (40.1 × 50 cm); sheet (irreg.): 25 1/4 × 31 1/16"" (64.1 × 78.9 cm)",Purchase,Print,Drawings & Prints,1983,1/18/83,http://www.moma.org/collection/works/64641,http://www.moma.org/media/W1siZiIsIjE5MjI2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=43f3f511d95ff2ef,40.1,50,2005
Crete,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),20,,1969,Etching and aquatint,Etching and aquatint,"plate: 13 1/2 × 18 7/8"" (34.3 × 47.9 cm); sheet: 22 3/8 × 27 1/8"" (56.8 × 68.9 cm)",Gift of Celeste Bartos,Print,Drawings & Prints,1972,5/8/72,http://www.moma.org/collection/works/64793,http://www.moma.org/media/W1siZiIsIjE4MTU1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b9b922d2e35c781b,34.3,47.9,1642.97
Venice II,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),21,,1969,Lithograph,Lithograph,"composition (irreg.): 17 1/2 x 17 1/4"" (44.5 x 43.8 cm); sheet: 31 1/8 x 23 1/2"" (79 x 59.7 cm)",Gift of Celeste Bartos,Print,Drawings & Prints,1972,5/8/72,http://www.moma.org/collection/works/64810,http://www.moma.org/media/W1siZiIsIjE5MjI3MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e3051552cbbd7e32,44.5,43.8,1949.1
May 26 Backwards,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),22,,1961,Lithograph,Lithograph,"composition (irreg.): 17 3/16 x 14 5/16"" (43.6 x 36.3 cm); sheet: 31 1/8 x 22 3/8"" (79 x 56.8 cm)",Gift of the Celeste and Armand Bartos Foundation,Print,Drawings & Prints,1963,4/9/63,http://www.moma.org/collection/works/64934,http://www.moma.org/media/W1siZiIsIjE5MjI3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1d764c4964687875,43.6,36.3,1582.68
Brown Moons,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),23,,1961,Lithograph,Lithograph,"composition (irreg.): 13 3/8 × 17 1/2"" (34 × 44.5 cm); sheet: 22 3/8 × 31"" (56.8 × 78.7 cm)",Gift of the Celeste and Armand Bartos Foundation,Print,Drawings & Prints,1963,4/9/63,http://www.moma.org/collection/works/64951,http://www.moma.org/media/W1siZiIsIjIwODU2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6ea241cd2750fde2,34,44.5,1513
Yellow Span,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),24,,1968,Aquatint,Aquatint,"plate: 14 × 18 13/16"" (35.5 × 47.8 cm); sheet: 19 3/4 × 26 3/8"" (50.1 × 67 cm)",Gift of Dr. Joseph I. Singer,Print,Drawings & Prints,1974,4/23/74,http://www.moma.org/collection/works/65143,http://www.moma.org/media/W1siZiIsIjE3NzcyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fe64607d240164b3,35.5,47.8,1696.9
Skyframe Orbit,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),25,,1964,Etching and lithograph,Etching and lithograph,"composition (irreg.): 21 5/16 × 15 1/16"" (54.1 × 38.2 cm); sheet: 29 7/8 × 22 1/2"" (75.9 × 57.1 cm)",Gift of Celeste Bartos,Print,Drawings & Prints,1974,4/23/74,http://www.moma.org/collection/works/65165,http://www.moma.org/media/W1siZiIsIjE4MjExMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=985783c99ffd6308,54.1,38.2,2066.62
Southwest Blues,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),26,,1969,Lithograph,Lithograph,"composition (irreg.): 13 13/16 × 12 15/16"" (35.1 × 32.9 cm); sheet: 24 × 18 7/16"" (60.9 × 46.9 cm)",Gift of the Celeste and Armand Bartos Foundation,Print,Drawings & Prints,1969,4/16/69,http://www.moma.org/collection/works/65903,http://www.moma.org/media/W1siZiIsIjE4MjEyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7f0af3cf74cde3c7,35.1,32.9,1154.79
Variation I on Mauve Corner,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),27,,1969,Lithograph,Lithograph,"composition: 16 7/8 × 13 11/16"" (42.8 × 34.8 cm); sheet: 25 3/16 × 20 1/8"" (63.9 × 51.1 cm)",Gift of the Celeste and Armand Bartos Foundation,Print,Drawings & Prints,1969,4/16/69,http://www.moma.org/collection/works/65933,http://www.moma.org/media/W1siZiIsIjE4MjEyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b6d26be1e6c5936a,42.8,34.8,1489.44
Sky Frame,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),28,,1964,Lithograph,Lithograph,"composition (irreg.): 15 1/16 × 29 7/8"" (38.2 × 75.9 cm); sheet: 22 7/16 × 29 7/8"" (57 × 75.9 cm)",Gift of the Celeste and Armand Bartos Foundation,Print,Drawings & Prints,1964,4/14/64,http://www.moma.org/collection/works/65962,http://www.moma.org/media/W1siZiIsIjIwODY3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=911ba5e06da2ca93,38.2,75.9,2899.38
Radius,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),29,,1993,Woodcut,Woodcut,"composition and sheet: 28 × 28"" (71.1 × 71.1 cm)",John B. Turner Fund,Print,Drawings & Prints,1994,5/26/94,http://www.moma.org/collection/works/66311,http://www.moma.org/media/W1siZiIsIjE4MjEyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2616328d002044aa,71.12014224,71.12014224,5058.074632
Connected by Joy,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),30,,1969,Etching and aquatint,Aquatint and etching,"plate: 14 3/16 × 19 1/8"" (36.1 × 48.5 cm); sheet: 16 9/16 × 21 3/16"" (42 × 53.8 cm)",Gift of Celeste Bartos,Print,Drawings & Prints,1973,10/24/73,http://www.moma.org/collection/works/66754,http://www.moma.org/media/W1siZiIsIjE4MjEzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6713df249f7b6c6b,36.1,48.5,1750.85
Free Wheeling,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),31,,1971,Etching,"Etching, with stencilled acrylic additions","composition: 32 1/2 × 23 5/8"" (82.5 × 60 cm); sheet: 42 × 30 3/16"" (106.7 × 76.7 cm)",Gift of Celeste Bartos,Print,Drawings & Prints,1971,3/30/71,http://www.moma.org/collection/works/66932,http://www.moma.org/media/W1siZiIsIjE5MDA5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7b142b6ec61d8337,82.5,60,4950
Cedar Hill,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),32,,1983,Woodcut,Woodcut,"composition and sheet: 20 7/16 x 25 1/8"" (51.9 x 63.8 cm)",Gift of Crown Point Press in celebration of its 25th anniversary,Print,Drawings & Prints,1987,10/20/87,http://www.moma.org/collection/works/67475,http://www.moma.org/media/W1siZiIsIjIwODgxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0d2f639c7ac61fc3,51.9,63.8,3311.22
East and Beyond with Orange,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),33,,1973,Woodcut,"Woodcut, with crayon addition","composition: 23 3/4 × 17 7/8"" (60.3 × 45.4 cm); sheet: 31 15/16 × 22 5/16"" (81.2 × 56.7 cm)",Gift of Celeste Bartos,Print,Drawings & Prints,1974,9/11/74,http://www.moma.org/collection/works/67996,http://www.moma.org/media/W1siZiIsIjE5MjQ0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8676bb132109af22,60.3,45.4,2737.62
Untitled from What Red Lines Can Do,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),34,,1970,Screenprint,One from a portfolio of five screenprints,"composition (irreg.): 24 1/8 × 26 1/8"" (61.3 × 66.4 cm); sheet: 38 11/16 × 26 3/16"" (98.3 × 66.5 cm)",,Print,Drawings & Prints,1978,5/22/78,http://www.moma.org/collection/works/68503,http://www.moma.org/media/W1siZiIsIjE4MTYwNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e91d40a9b3c0b2e0,61.3,66.4,4070.32
What Red Lines Can Do,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),35,,1970,Screenprint,Portfolio of five screenprints,"composition (see child records): dimensions vary; sheet (each approx.): 38 11/16 × 26 3/16"" (98.3 × 66.5 cm)",Gift of Mr. and Mrs. Howard Sloan,Print,Drawings & Prints,1978,5/22/78,http://www.moma.org/collection/works/68504,,98.3,66.5,6536.95
Untitled from What Red Lines Can Do,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),36,,1970,Screenprint,One from a portfolio of five screenprints,"composition (irreg.): 24 1/2 × 26 3/16"" (62.3 × 66.5 cm); sheet: 38 11/16 × 26 3/16"" (98.3 × 66.5 cm)",,Print,Drawings & Prints,1978,5/22/78,http://www.moma.org/collection/works/68505,http://www.moma.org/media/W1siZiIsIjE4MTYwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3f753594402d94dc,62.3,66.5,4142.95
Untitled from What Red Lines Can Do,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),37,,1970,Screenprint,One from a portfolio of five screenprints,"composition (irreg.): 24 5/16 × 26 1/8"" (61.7 × 66.3 cm); sheet: 38 11/16 × 26 3/16"" (98.3 × 66.5 cm)",,Print,Drawings & Prints,1978,5/22/78,http://www.moma.org/collection/works/68506,http://www.moma.org/media/W1siZiIsIjE4MTYwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=925d8d09e4e48789,61.7,66.3,4090.71
Untitled from What Red Lines Can Do,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),38,,1970,Screenprint,One from a portfolio of five screenprints,"composition (irreg.): 24 1/2 × 26 1/4"" (62.2 × 66.6 cm); sheet: 38 11/16 × 26 3/16"" (98.3 × 66.5 cm)",,Print,Drawings & Prints,1978,5/22/78,http://www.moma.org/collection/works/68507,http://www.moma.org/media/W1siZiIsIjE4MTYwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8f601875b764938d,62.2,66.6,4142.52
Untitled from What Red Lines Can Do,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),39,,1970,Screenprint,One from a portfolio of five screenprints,"composition (irreg.): 32 1/16 × 19 15/16"" (81.4 × 50.6 cm); sheet: 38 11/16 × 26 3/16"" (98.3 × 66.5 cm)",,Print,Drawings & Prints,1978,5/22/78,http://www.moma.org/collection/works/68508,http://www.moma.org/media/W1siZiIsIjE4MTYxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b59977a6870a515b,81.4,50.6,4118.84
Essence Mulberry,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),40,,1977,Woodcut,Woodcut,"composition: 25 x 18 7/8"" (63.5 x 48 cm); sheet: 39 3/4 x 18 5/8"" (101 x 47.3 cm)",John B. Turner Fund,Print,Drawings & Prints,1977,11/10/77,http://www.moma.org/collection/works/69050,http://www.moma.org/media/W1siZiIsIjY0NjY1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=40958925ba80ee23,63.5,48,3048
Lot's Wife,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),41,,1971,Lithograph,Lithograph on two sheets,"composition (.a, irreg.): 37 9/16 × 27 3/8"" (95.4 × 69.6 cm); composition (.b, irreg.): 43 1/4 × 27 3/4"" (109.8 × 70.5 cm); sheet (.a, irreg.): 41 15/16 × 36 5/8"" (106.5 × 93 cm); sheet (.b, irreg.): 50 3/16 × 36 5/8"" (127.4 × 93 cm)",Gift of Celeste Bartos,Print,Drawings & Prints,1971,10/7/71,http://www.moma.org/collection/works/69940,http://www.moma.org/media/W1siZiIsIjE5MDM1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5e6b0557e08cf1bd,95.4,69.6,6639.84
Air Frame from New York Ten,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),42,,1965,Mixed Printmaking,"Screenprint from a portfolio with seven screenprints, one etching, one lithograph, and one embossing","composition and sheet: 21 15/16 x 17"" (55.8 x 43.2 cm)",Law Foundation Fund,Print,Drawings & Prints,1965,6/8/65,http://www.moma.org/collection/works/70502,http://www.moma.org/media/W1siZiIsIjE4MjIyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e2c45c6245b06e90,55.8,43.2,2410.56
Orange Hoop,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),43,,1965,Lithograph,Lithograph,"composition (irreg.): 19 1/8 x 13 7/8"" (48.6 x 35.2 cm); sheet: 25 11/16 x 20"" (65.2 x 50.8 cm)",Gift of the Celeste and Armand Bartos Foundation,Print,Drawings & Prints,1965,10/7/65,http://www.moma.org/collection/works/72337,http://www.moma.org/media/W1siZiIsIjE4MjI1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=674cccce5c3a130b,48.6,35.2,1710.72
Silent Curtain,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),44,,1967,Lithograph,Lithograph,"composition (irreg.): 18 15/16 x 14 7/16"" (48.1 x 36.7 cm); sheet: 30 1/16 x 22 5/16"" (76.4 x 56.7 cm)",Gift of the Celeste and Armand Bartos Foundation,Print,Drawings & Prints,1969,10/28/69,http://www.moma.org/collection/works/74518,http://www.moma.org/media/W1siZiIsIjE4MjMxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=527414df258bc3d6,48.1,36.7,1765.27
Venice,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),45,,1969,Lithograph,Lithograph,"composition (irreg.): 17 7/16 x 17 1/16"" (44.3 x 43.3 cm); sheet: 31 1/16 x 23 1/8"" (78.9 x 58.7 cm)",Gift of the Celeste and Armand Bartos Foundation,Print,Drawings & Prints,1969,10/28/69,http://www.moma.org/collection/works/74522,http://www.moma.org/media/W1siZiIsIjIwOTQ3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6ba4cf48b6ee9a1c,44.3,43.3,1918.19
Variation II on Mauve Corner,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),46,,1969,Lithograph,Lithograph,"composition (irreg.): 13 11/16 x 16 13/16"" (34.7 x 42.7 cm); sheet: 20 x 25 1/16"" (50.8 x 63.6 cm)",Gift of the Celeste and Armand Bartos Foundation,Print,Drawings & Prints,1969,10/28/69,http://www.moma.org/collection/works/74526,http://www.moma.org/media/W1siZiIsIjE4MjMxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c394f995357a8b28,34.7,42.7,1481.69
A Slice of the Stone Itself,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),47,,1969,Lithograph,Lithograph,"composition (irreg.): 18 x 14 3/16"" (45.7 x 36 cm); sheet: 19 1/16 x 14 15/16"" (48.4 x 38 cm)",Gift of the Celeste and Armand Bartos Foundation,Print,Drawings & Prints,1969,10/28/69,http://www.moma.org/collection/works/74530,http://www.moma.org/media/W1siZiIsIjE4MjMxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=34e63bbfe74b1cc8,45.7,36,1645.2
Sun Corner from The Metropolitan Scene,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),48,,1968,Screenprint,One from a portfolio of five screenprints on aluminum,"composition and panel:  36 x 36"" (91.4 x 91.4 cm)","Gift of Dr. and Mrs. Aaron H. Esman, in honor of René d'Harnoncourt",Print,Drawings & Prints,1968,10/10/68,http://www.moma.org/collection/works/76693,http://www.moma.org/media/W1siZiIsIjI5OTk4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=275ee2e7a4c825f9,91.4,91.4,8353.96
White Portal,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),49,,1967,Lithograph,Lithograph,"composition: 19 3/16 × 14 5/8"" (48.8 × 37.2 cm); sheet: 29 15/16 × 22 3/8"" (76.1 × 56.8 cm)",Gift of the Celeste and Armand Bartos Foundation,Print,Drawings & Prints,1967,10/18/67,http://www.moma.org/collection/works/78030,http://www.moma.org/media/W1siZiIsIjE4MTU0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fd74fe8c4641ec07,48.8,37.2,1815.36
Jacob's Ladder,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),50,,1957,Oil,Oil on canvas,"9' 5 3/8"" x 69 7/8"" (287.9 x 177.5 cm)",Gift of Hyman N. Glickstein,Painting,Painting & Sculpture,1960,5/2/60,http://www.moma.org/collection/works/78722,http://www.moma.org/media/W1siZiIsIjQ3ODMxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1f1b0fe6b1f242cd,287.9,177.5,51102.25
Trojan Gates,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),51,,1955,Oil,Oil and enamel on canvas,"6' x 48 7/8"" (182.9 x 124.1 cm)",Gift of Mr. and Mrs. Allan D. Emil,Painting,Painting & Sculpture,1956,4/4/56,http://www.moma.org/collection/works/79081,http://www.moma.org/media/W1siZiIsIjIwNTEyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=77ecde3c75857990,182.9,124.1,22697.89
Chairman of the Board,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),52,,1971,Acrylic,Acrylic and felt-tip pen on canvas,"7' 4 1/4"" x 16' 2 1/4"" (224.2 x 493.2 cm)",Nina and Gordon Bunshaft Bequest,Painting,Painting & Sculpture,1994,12/8/94,http://www.moma.org/collection/works/80139,http://www.moma.org/media/W1siZiIsIjcwMzA2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=e11ed9760b59c4c2,224.2,493.4,110620.28
Commune,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),53,,1969,Acrylic,Acrylic on canvas,"9' 3 1/2"" x 8' 9 1/4"" (282.5 x 267.2 cm)",Gift of the artist,Painting,Painting & Sculpture,1970,2/10/70,http://www.moma.org/collection/works/80543,http://www.moma.org/media/W1siZiIsIjc5NjA0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=bcb8424f3aac385d,282.5,267.2,75484
Mauve District,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),54,,1966,Acrylic,Acrylic on canvas,"8' 7"" x 7' 11"" (261.5 x 241.2 cm)",Mrs. Donald B. Straus Fund,Painting,Painting & Sculpture,1968,3/12/68,http://www.moma.org/collection/works/80712,http://www.moma.org/media/W1siZiIsIjI0MTQ2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a71b29df383907f0,261.5,241.2,63073.8
Lighthouse Series XIII,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),55,,1999,Acrylic,Synthetic polymer paint on paper,"24 x 35 3/4"" (61 x 90.8 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,Drawing,Drawings & Prints,2005,5/10/05,http://www.moma.org/collection/works/95946,http://www.moma.org/media/W1siZiIsIjExODAwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=da3486cba152a223,60.9601,90.8052,5535.494073
Lilac Sweep,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),56,,2006,Lithograph,Lithograph,"composition (irreg.): 16 x 20 1/16"" (40.7 x 51 cm); sheet: 22 5/16 x 27 1/2"" (56.6 x 69.8 cm)",Gift of Emily Fisher Landau,Print,Drawings & Prints,2007,3/7/07,http://www.moma.org/collection/works/105751,http://www.moma.org/media/W1siZiIsIjEyMTk5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b6545d3b3fc99973,40.7,51,2075.7
Vuillard's Chariot,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),57,,2006,Lithograph,Lithograph,"composition (irreg.): 18 1/8 x 24 1/4"" (46 x 61.6 cm); sheet: 24 5/8 x 30 1/4"" (62.5 x 76.8 cm)",Gift of Emily Fisher Landau,Print,Drawings & Prints,2007,3/7/07,http://www.moma.org/collection/works/105752,http://www.moma.org/media/W1siZiIsIjEyMTk5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=107d003bb08d8b9b,46,61.6,2833.6
Preparatory drawing for In Memory of My Feelings,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),58,,1967,Mixed media,Pencil and ink on acetate,"13 15/16 × 11"" (35.4 × 28 cm)",Gift of the artist,Drawing,Drawings & Prints,1967,10/18/67,http://www.moma.org/collection/works/125373,http://www.moma.org/media/W1siZiIsIjMwOTAwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=aa1ce8ef038bf266,35.4,28,991.2
Unused preparatory drawing for In Memory of My Feelings,Helen Frankenthaler,(American),1928,-1928,2011,-2011,(Female),59,,1967,Mixed media,Pencil and ink on acetate,"sheet: 13 3/4 x 10 7/8"" (34.9 x 27.6 cm)",Gift of the artist,Drawing,Drawings & Prints,1967,10/18/67,http://www.moma.org/collection/works/125374,http://www.moma.org/media/W1siZiIsIjMwOTk1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=06f6772c65b642f2,34.9,27.6,963.24
